Disease,Province,Age_Group,Gender,Reported_Cases,Deaths,Hospitalized,Recovered,Month,Year,Season,Urban_Rural,Vaccinated,Travel_History,Comorbidity,Quarantined,ICU_Admission,Symptom_Fever,Symptom_Cough,Symptom_Rash,Contact_Tracing,Lab_Confirmed,Follow_Up,Days_Hospitalized,Region_Code
Influenza,Sichuan,25-44,Female,23,0,0,1,2,2020,Winter,Rural,0,0,0,0,0,1,0,0,0,1,1,0,438
Tuberculosis,Yunnan,45-64,Male,19,1,1,0,2,2022,Winter,Rural,0,0,0,0,0,0,0,0,0,1,0,22,876
Brucellosis,Zhejiang,0-14,Male,27,0,1,1,9,2018,Autumn,Rural,1,0,0,0,0,1,1,0,0,1,0,20,980
Typhoid,Guangdong,25-44,Male,17,0,1,0,4,2022,Spring,Rural,1,0,1,0,0,1,0,1,0,1,0,22,371
Syphilis,Yunnan,25-44,Male,17,0,0,1,5,2021,Spring,Urban,0,0,0,0,0,0,0,0,0,1,1,0,521
Scarlet Fever,Yunnan,15-24,Female,21,0,0,1,2,2019,Winter,Rural,0,0,0,1,0,0,1,1,0,1,1,0,502
Influenza,Sichuan,65+,Male,11,0,1,1,9,2021,Autumn,Rural,1,0,0,1,0,1,0,0,0,1,1,11,961
Influenza,Sichuan,0-14,Male,23,1,0,0,7,2022,Summer,Urban,1,0,0,0,0,1,0,0,0,1,0,0,903
Measles,Henan,15-24,Female,19,0,1,0,3,2020,Spring,Urban,1,0,0,0,0,1,0,0,1,1,0,4,878
Chickenpox,Shanghai,45-64,Male,18,1,1,0,6,2021,Summer,Rural,0,0,0,1,1,1,1,0,1,1,0,0,599
Brucellosis,Yunnan,65+,Male,11,0,1,1,7,2019,Summer,Urban,1,0,0,1,0,0,0,0,0,1,1,9,690
Dysentery,Hunan,0-14,Female,26,0,1,1,12,2022,Winter,Urban,0,0,0,0,0,1,0,0,0,1,0,5,332
Scarlet Fever,Yunnan,25-44,Male,15,1,1,0,6,2021,Summer,Rural,0,1,0,1,0,0,0,0,0,0,0,24,290
Chickenpox,Henan,0-14,Male,23,1,1,0,10,2022,Autumn,Rural,1,0,0,1,0,1,1,1,0,1,1,28,696
Measles,Shandong,25-44,Male,23,0,1,1,11,2022,Autumn,Urban,0,0,0,1,0,1,0,0,0,0,1,28,735
Typhoid,Beijing,65+,Male,23,0,1,1,10,2018,Autumn,Rural,0,1,0,0,0,0,0,0,1,1,0,28,526
Mumps,Guangdong,25-44,Female,25,0,1,1,6,2020,Summer,Urban,0,0,1,1,0,0,0,0,0,1,1,13,685
Rabies,Shanghai,45-64,Male,14,0,1,1,8,2018,Summer,Urban,1,0,0,0,0,0,0,0,0,1,0,13,598
Rabies,Zhejiang,25-44,Female,28,0,1,1,8,2022,Summer,Urban,1,0,1,0,0,1,0,1,0,1,1,8,316
Dysentery,Zhejiang,45-64,Male,25,1,0,0,5,2019,Spring,Urban,0,1,0,0,0,0,0,0,0,0,0,0,451
Typhoid,Zhejiang,65+,Female,15,0,0,0,4,2019,Spring,Rural,1,0,0,1,0,1,0,1,0,1,0,0,388
Dysentery,Zhejiang,0-14,Female,13,0,0,1,5,2019,Spring,Rural,0,0,0,1,0,1,0,0,1,1,0,0,278
Scarlet Fever,Guangdong,45-64,Male,19,1,1,0,9,2022,Autumn,Rural,0,0,0,0,0,0,1,0,0,1,1,20,789
Scarlet Fever,Beijing,45-64,Male,14,1,1,0,12,2021,Winter,Rural,1,0,0,0,0,0,0,0,0,1,1,10,635
Hepatitis B,Zhejiang,15-24,Male,17,0,1,0,10,2022,Autumn,Rural,1,1,0,1,0,1,1,0,0,1,1,1,376
Chickenpox,Yunnan,15-24,Female,21,0,1,1,6,2021,Summer,Rural,0,0,0,0,0,1,1,0,0,1,0,21,509
Rabies,Sichuan,25-44,Male,25,0,0,1,3,2020,Spring,Rural,1,0,0,0,0,0,0,1,0,1,0,0,246
Influenza,Guangdong,15-24,Male,16,0,1,1,1,2020,Winter,Rural,1,0,0,0,0,1,1,0,0,1,0,19,806
Chickenpox,Beijing,45-64,Male,17,1,0,0,5,2022,Spring,Rural,0,0,0,0,0,1,1,0,0,1,1,0,560
Malaria,Shanghai,25-44,Female,20,1,1,0,6,2022,Summer,Rural,1,0,1,0,0,1,1,1,0,1,0,18,677
Scarlet Fever,Henan,65+,Female,26,0,0,1,8,2019,Summer,Urban,1,0,0,1,0,1,0,0,1,1,0,0,163
Brucellosis,Beijing,0-14,Male,29,0,1,0,11,2020,Autumn,Rural,1,0,0,0,0,0,1,0,1,1,1,16,464
Syphilis,Henan,15-24,Male,17,0,1,1,9,2020,Autumn,Rural,1,0,1,0,0,0,1,0,0,1,0,8,579
Typhoid,Shandong,65+,Male,18,0,0,0,7,2022,Summer,Rural,1,1,1,1,0,0,1,0,1,0,1,0,516
Tuberculosis,Henan,45-64,Female,20,0,1,1,1,2020,Winter,Rural,0,0,1,0,0,0,1,0,0,1,1,25,643
Dysentery,Hunan,0-14,Male,20,0,1,1,7,2022,Summer,Rural,1,0,0,0,0,1,0,0,0,1,1,10,717
Scarlet Fever,Yunnan,65+,Female,18,0,1,1,10,2018,Autumn,Urban,0,0,0,0,0,0,1,0,0,1,1,11,600
Chickenpox,Guangdong,0-14,Female,15,0,1,1,9,2020,Autumn,Urban,0,0,0,0,0,1,0,0,0,1,0,2,764
COVID-19,Jiangsu,15-24,Male,23,0,1,1,4,2021,Spring,Rural,0,1,0,0,0,0,0,0,0,1,1,16,543
Syphilis,Sichuan,45-64,Male,22,0,1,1,11,2019,Autumn,Rural,1,1,0,0,0,1,1,0,1,1,0,5,486
Brucellosis,Hunan,0-14,Male,21,0,1,1,12,2022,Winter,Rural,0,0,0,1,0,1,0,0,0,1,0,3,973
Chickenpox,Henan,65+,Female,20,0,1,1,7,2020,Summer,Urban,0,0,0,0,0,0,1,1,1,1,0,12,918
Tuberculosis,Zhejiang,15-24,Female,20,0,1,1,9,2020,Autumn,Rural,1,0,1,0,0,0,0,0,0,1,1,16,106
Syphilis,Guangdong,15-24,Male,23,0,1,1,1,2022,Winter,Rural,1,1,0,1,1,1,0,0,0,1,1,0,724
Malaria,Hunan,65+,Female,23,1,0,0,12,2021,Winter,Urban,1,0,0,0,0,1,0,0,1,1,1,0,288
Tuberculosis,Sichuan,65+,Male,31,0,1,1,10,2020,Autumn,Urban,1,0,0,0,0,0,0,0,0,1,0,17,892
Measles,Yunnan,0-14,Male,19,2,1,0,9,2018,Autumn,Rural,1,0,0,0,0,0,1,0,0,1,1,13,954
HIV/AIDS,Guangdong,25-44,Female,20,0,1,1,4,2019,Spring,Rural,1,0,0,0,0,0,0,0,0,1,0,15,353
Measles,Sichuan,15-24,Female,30,0,0,1,12,2022,Winter,Urban,1,1,0,1,0,0,1,1,1,1,1,0,703
Rabies,Shandong,0-14,Female,18,0,0,1,8,2020,Summer,Rural,1,0,1,1,0,1,0,1,0,1,0,0,815
Chickenpox,Shandong,65+,Female,26,0,0,1,3,2019,Spring,Rural,0,0,0,0,0,1,0,0,0,1,0,0,619
Scarlet Fever,Sichuan,0-14,Male,18,1,1,0,2,2022,Winter,Urban,0,0,0,0,0,0,1,0,0,1,1,25,853
Scarlet Fever,Hunan,65+,Male,19,1,1,0,12,2022,Winter,Rural,0,0,0,1,0,0,0,0,0,1,1,22,610
Scarlet Fever,Guangdong,45-64,Male,20,2,1,0,8,2022,Summer,Urban,1,0,0,0,0,0,0,0,0,0,1,22,838
Brucellosis,Hunan,65+,Female,14,0,1,1,8,2021,Summer,Rural,1,1,0,0,1,1,1,0,0,1,0,20,892
HIV/AIDS,Shanghai,65+,Male,19,0,1,1,3,2018,Spring,Rural,0,0,0,1,0,0,0,0,0,0,1,25,321
Measles,Henan,65+,Female,18,0,1,1,8,2022,Summer,Urban,0,0,0,0,0,0,0,0,1,1,1,12,546
HIV/AIDS,Shanghai,25-44,Female,15,0,0,1,11,2021,Autumn,Urban,1,0,0,0,0,0,1,0,0,1,0,0,515
Mumps,Shandong,65+,Female,20,0,1,1,11,2022,Autumn,Urban,1,1,0,0,1,0,1,0,1,0,1,28,327
Chickenpox,Yunnan,15-24,Male,26,1,0,0,6,2022,Summer,Urban,0,0,0,0,0,1,0,0,1,0,0,0,664
HIV/AIDS,Beijing,15-24,Female,28,1,1,0,10,2021,Autumn,Urban,1,0,1,0,1,1,1,0,1,1,1,12,380
Influenza,Henan,0-14,Female,20,0,0,1,9,2018,Autumn,Urban,1,0,0,0,0,0,0,0,0,1,0,0,637
Dysentery,Shandong,25-44,Female,13,0,0,1,10,2019,Autumn,Urban,1,0,0,1,0,1,0,0,0,1,0,0,107
Dysentery,Hunan,0-14,Female,15,0,0,1,6,2020,Summer,Urban,0,0,0,0,0,1,1,0,1,1,1,0,296
Influenza,Hunan,15-24,Female,27,0,0,1,8,2022,Summer,Urban,1,0,0,0,0,1,1,0,0,1,0,0,997
Syphilis,Hunan,15-24,Female,23,0,0,1,2,2018,Winter,Rural,0,0,0,1,0,0,1,0,0,1,0,0,246
Hepatitis B,Yunnan,45-64,Female,27,1,1,0,1,2020,Winter,Rural,1,0,1,0,0,1,0,0,0,0,0,27,815
Brucellosis,Shanghai,65+,Female,22,0,1,0,10,2022,Autumn,Urban,1,0,0,1,0,1,0,0,0,1,0,12,586
Syphilis,Beijing,15-24,Female,22,0,1,1,10,2020,Autumn,Rural,1,1,0,0,0,1,1,0,0,1,0,21,835
Tuberculosis,Hunan,0-14,Female,27,0,0,1,2,2021,Winter,Urban,1,0,0,0,0,1,0,0,0,1,0,0,297
Brucellosis,Henan,65+,Female,28,1,1,0,4,2018,Spring,Rural,0,0,0,0,0,0,0,0,0,0,0,3,875
Brucellosis,Guangdong,65+,Male,16,0,1,1,10,2019,Autumn,Urban,1,0,1,1,0,0,0,1,0,1,1,21,286
Tuberculosis,Jiangsu,45-64,Male,24,2,1,0,9,2019,Autumn,Urban,1,1,0,0,0,1,0,0,1,1,1,10,232
HIV/AIDS,Beijing,25-44,Female,16,0,0,1,7,2020,Summer,Urban,1,0,1,0,0,0,0,1,1,1,1,0,944
Measles,Yunnan,0-14,Female,25,0,1,1,9,2021,Autumn,Urban,0,0,0,1,0,0,0,0,0,1,0,5,258
Measles,Beijing,65+,Female,27,0,1,1,9,2020,Autumn,Rural,1,0,1,0,1,1,1,1,0,1,0,12,496
Dysentery,Guangdong,0-14,Male,20,0,1,1,9,2022,Autumn,Urban,1,0,0,0,0,1,0,1,0,1,1,19,217
Typhoid,Henan,65+,Male,19,0,1,1,8,2018,Summer,Rural,1,0,0,0,0,0,0,1,0,0,1,22,484
Syphilis,Guangdong,15-24,Male,20,1,1,0,6,2020,Summer,Rural,1,0,0,0,0,0,1,0,0,1,1,4,657
Mumps,Sichuan,0-14,Female,17,0,1,1,11,2020,Autumn,Urban,1,0,1,0,0,1,1,0,0,0,1,26,231
Chickenpox,Henan,15-24,Female,21,0,0,1,10,2018,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,1,0,473
Rabies,Beijing,0-14,Female,14,1,1,0,7,2018,Summer,Rural,1,0,0,0,0,1,0,0,1,1,0,26,503
Malaria,Hunan,25-44,Female,22,2,1,0,2,2019,Winter,Rural,0,0,0,0,0,0,1,0,0,1,0,16,448
Measles,Beijing,45-64,Male,20,0,1,1,11,2019,Autumn,Rural,0,1,0,0,1,0,1,0,1,0,1,0,131
Chickenpox,Beijing,15-24,Female,22,1,0,0,1,2018,Winter,Urban,1,0,0,1,0,1,1,0,0,1,0,0,196
Malaria,Henan,65+,Male,16,0,0,1,5,2020,Spring,Urban,1,0,0,0,0,0,0,1,0,1,1,0,995
Chickenpox,Sichuan,25-44,Male,21,0,1,1,8,2022,Summer,Urban,0,1,0,0,0,0,1,0,0,1,0,3,689
HIV/AIDS,Beijing,0-14,Female,22,0,0,1,3,2020,Spring,Rural,0,0,0,0,0,1,0,1,0,1,0,0,438
Malaria,Jiangsu,15-24,Male,23,1,1,0,7,2022,Summer,Rural,1,0,0,0,0,1,0,0,1,1,0,11,982
Rabies,Shandong,0-14,Male,24,0,0,1,5,2018,Spring,Urban,1,0,0,1,0,1,0,0,0,1,0,0,486
Chickenpox,Zhejiang,0-14,Male,16,0,1,1,12,2022,Winter,Rural,0,1,0,0,0,0,0,0,0,1,1,1,919
Influenza,Zhejiang,0-14,Male,18,0,1,1,10,2019,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,0,11,878
Rabies,Beijing,45-64,Female,25,0,1,1,8,2018,Summer,Urban,1,0,0,1,0,0,1,0,0,1,1,12,876
Malaria,Jiangsu,45-64,Female,21,0,1,0,6,2021,Summer,Rural,0,0,0,0,0,1,0,0,1,0,0,5,284
Rabies,Hunan,65+,Male,16,0,1,1,6,2022,Summer,Rural,1,0,0,0,1,0,1,0,1,0,1,0,283
Chickenpox,Yunnan,15-24,Female,23,0,1,1,7,2022,Summer,Urban,0,0,0,0,0,1,0,1,0,1,0,28,993
Hepatitis B,Yunnan,25-44,Male,17,2,1,0,7,2021,Summer,Urban,0,0,0,0,0,0,0,0,0,1,1,19,150
Chickenpox,Henan,25-44,Female,17,1,1,0,4,2021,Spring,Urban,1,0,0,0,0,1,0,0,1,1,0,4,831
Chickenpox,Zhejiang,25-44,Female,17,1,1,0,10,2018,Autumn,Urban,0,1,0,0,0,1,0,1,0,1,0,8,101
HIV/AIDS,Beijing,0-14,Female,23,0,0,1,12,2020,Winter,Urban,1,1,0,1,0,1,1,0,0,1,1,0,176
Syphilis,Yunnan,45-64,Female,13,0,1,1,10,2021,Autumn,Urban,0,0,0,0,1,0,1,0,1,1,1,0,578
Influenza,Beijing,15-24,Female,13,0,0,1,10,2022,Autumn,Urban,0,0,0,1,0,0,1,0,0,1,0,0,974
Mumps,Henan,0-14,Male,13,0,1,1,8,2021,Summer,Rural,1,0,0,0,1,1,0,0,0,1,1,15,561
Measles,Zhejiang,45-64,Female,26,1,1,0,6,2018,Summer,Urban,1,1,0,1,0,0,1,0,1,1,0,13,498
Brucellosis,Guangdong,45-64,Male,20,0,1,1,11,2018,Autumn,Rural,1,0,0,0,0,0,0,0,1,1,0,28,936
Tuberculosis,Shandong,15-24,Male,21,1,1,0,8,2022,Summer,Urban,0,1,0,1,0,1,1,0,0,1,0,17,138
Syphilis,Shandong,15-24,Female,22,0,1,1,7,2022,Summer,Rural,1,0,0,1,0,1,0,0,0,0,0,29,645
Tuberculosis,Yunnan,15-24,Male,10,1,0,0,1,2022,Winter,Rural,1,0,0,0,0,1,1,0,0,1,0,0,841
HIV/AIDS,Shandong,0-14,Female,14,0,1,1,4,2020,Spring,Rural,0,0,0,1,0,0,0,0,0,1,1,18,782
Influenza,Guangdong,65+,Male,21,0,1,1,7,2022,Summer,Rural,1,1,0,0,0,1,0,0,0,1,0,15,350
Scarlet Fever,Beijing,15-24,Male,28,0,1,1,9,2018,Autumn,Rural,1,1,0,0,0,1,0,1,0,1,1,8,165
Chickenpox,Henan,65+,Female,22,0,1,1,2,2018,Winter,Urban,0,0,0,0,0,1,1,0,0,1,1,20,528
Scarlet Fever,Guangdong,0-14,Female,24,0,1,1,5,2021,Spring,Urban,0,0,0,0,1,0,0,0,0,1,0,0,452
Scarlet Fever,Henan,65+,Female,26,0,1,1,9,2022,Autumn,Urban,1,0,0,0,1,1,1,0,0,1,1,8,482
COVID-19,Henan,25-44,Female,26,0,1,1,9,2020,Autumn,Rural,1,0,0,0,0,1,0,0,0,0,1,23,126
Dysentery,Zhejiang,65+,Male,17,1,1,0,6,2019,Summer,Rural,0,1,0,0,0,0,0,1,0,1,1,25,166
Scarlet Fever,Beijing,15-24,Female,24,0,0,1,7,2021,Summer,Rural,1,0,0,0,0,0,0,0,0,0,1,0,801
Measles,Jiangsu,0-14,Male,16,0,0,1,9,2020,Autumn,Urban,1,1,1,1,0,0,0,0,0,1,1,0,931
Hepatitis B,Shandong,15-24,Male,21,0,1,1,10,2022,Autumn,Rural,1,0,0,1,0,0,0,0,1,1,1,28,599
Dysentery,Jiangsu,25-44,Male,20,0,1,1,8,2020,Summer,Rural,1,0,0,0,0,1,1,0,0,1,1,22,997
HIV/AIDS,Zhejiang,15-24,Male,27,0,1,0,10,2019,Autumn,Urban,1,1,0,1,0,1,0,0,0,1,1,23,854
Brucellosis,Henan,15-24,Male,19,0,1,1,6,2020,Summer,Urban,0,0,1,0,0,0,1,0,0,1,0,10,511
Syphilis,Yunnan,15-24,Male,20,0,0,1,6,2019,Summer,Urban,1,0,0,0,0,0,0,1,1,1,1,0,729
Hepatitis B,Shandong,45-64,Female,20,0,0,1,7,2019,Summer,Rural,0,0,0,0,0,1,1,0,0,0,1,0,780
Rabies,Shandong,25-44,Male,20,0,0,1,7,2019,Summer,Rural,1,0,0,1,0,1,0,0,1,0,0,0,469
Malaria,Beijing,15-24,Male,15,0,1,1,2,2020,Winter,Urban,1,0,0,0,0,1,1,1,1,1,0,26,698
COVID-19,Sichuan,15-24,Male,24,0,0,1,9,2022,Autumn,Rural,1,0,1,1,0,0,0,0,1,1,0,0,708
Hepatitis B,Shanghai,15-24,Female,22,0,1,1,4,2018,Spring,Rural,0,0,0,0,0,1,0,0,0,1,1,18,535
Mumps,Shanghai,0-14,Female,22,0,0,0,10,2018,Autumn,Rural,1,0,0,0,0,0,0,0,0,1,1,0,881
Scarlet Fever,Shanghai,45-64,Male,18,0,1,1,9,2020,Autumn,Rural,1,0,0,1,0,1,1,0,1,1,1,1,160
HIV/AIDS,Sichuan,0-14,Female,22,0,1,1,12,2022,Winter,Urban,0,0,0,0,1,1,0,0,0,1,0,22,149
Typhoid,Beijing,45-64,Male,15,0,1,1,11,2018,Autumn,Rural,0,0,0,0,0,0,0,1,0,1,0,24,624
Malaria,Sichuan,15-24,Female,22,0,1,1,10,2019,Autumn,Rural,1,0,0,0,1,0,0,0,0,1,0,29,295
Tuberculosis,Shanghai,25-44,Male,23,2,1,0,3,2020,Spring,Urban,1,0,0,0,0,0,0,0,0,0,1,28,469
Measles,Zhejiang,65+,Female,16,0,0,1,5,2020,Spring,Rural,0,1,0,1,0,1,1,0,1,1,0,0,374
Tuberculosis,Guangdong,65+,Female,20,0,1,1,5,2021,Spring,Rural,0,0,0,0,0,1,1,0,0,0,0,11,315
Hepatitis B,Henan,15-24,Female,17,0,1,1,7,2021,Summer,Urban,0,0,0,0,0,1,1,0,0,1,0,7,391
Brucellosis,Sichuan,0-14,Male,15,0,1,1,12,2021,Winter,Rural,1,0,0,1,0,0,1,0,0,1,0,25,425
Tuberculosis,Beijing,25-44,Male,24,0,1,1,4,2022,Spring,Urban,1,0,0,0,0,0,0,0,0,1,0,9,879
Mumps,Beijing,45-64,Male,14,1,0,0,11,2020,Autumn,Rural,0,1,0,0,0,1,1,0,0,1,1,0,940
HIV/AIDS,Jiangsu,15-24,Female,27,1,1,0,12,2021,Winter,Rural,1,0,0,0,0,1,1,0,0,1,0,14,624
Rabies,Guangdong,25-44,Female,22,0,1,1,4,2020,Spring,Rural,0,0,0,1,1,0,0,0,0,1,1,15,635
Brucellosis,Yunnan,25-44,Male,20,0,0,1,1,2019,Winter,Urban,0,0,0,0,0,0,1,0,0,1,1,0,273
Syphilis,Shandong,45-64,Female,22,1,1,0,6,2021,Summer,Rural,1,0,0,0,1,1,0,0,0,1,1,0,882
Measles,Shanghai,25-44,Male,31,1,1,0,4,2020,Spring,Rural,1,1,0,1,0,1,0,0,0,0,1,25,529
Mumps,Yunnan,0-14,Male,23,0,0,1,11,2022,Autumn,Urban,1,1,0,0,0,0,1,0,0,1,0,0,981
Mumps,Jiangsu,0-14,Male,15,0,1,1,10,2022,Autumn,Rural,1,0,0,0,0,1,0,0,0,0,1,22,705
Tuberculosis,Shanghai,0-14,Male,20,0,1,1,10,2022,Autumn,Rural,1,1,0,1,1,0,1,0,1,0,1,0,707
Scarlet Fever,Guangdong,25-44,Female,26,0,1,0,5,2021,Spring,Rural,0,0,0,0,0,0,1,1,1,1,1,16,134
Tuberculosis,Jiangsu,0-14,Female,24,0,0,1,11,2022,Autumn,Urban,1,0,0,1,0,0,0,0,0,1,1,0,853
Hepatitis B,Shanghai,45-64,Female,24,1,1,0,9,2018,Autumn,Urban,1,0,0,0,0,0,1,0,0,1,0,3,818
Syphilis,Guangdong,25-44,Male,25,0,1,0,4,2019,Spring,Urban,1,0,0,0,0,0,0,0,1,1,0,1,761
Dysentery,Hunan,65+,Female,21,1,1,0,1,2020,Winter,Rural,1,0,0,1,1,0,0,0,0,1,0,1,892
Brucellosis,Yunnan,25-44,Male,20,0,1,1,11,2018,Autumn,Urban,1,0,0,0,0,0,1,0,0,1,0,6,891
Tuberculosis,Yunnan,45-64,Male,15,0,0,1,9,2021,Autumn,Rural,0,1,0,0,0,0,1,0,0,1,0,0,263
HIV/AIDS,Shandong,65+,Male,23,0,1,0,5,2020,Spring,Urban,0,0,1,0,0,0,0,0,1,1,0,15,493
Typhoid,Guangdong,25-44,Male,29,0,1,1,10,2020,Autumn,Urban,1,0,0,0,0,1,0,0,0,1,1,24,367
Measles,Sichuan,0-14,Male,21,0,1,1,12,2022,Winter,Rural,1,0,0,1,0,1,0,0,0,1,1,26,424
Chickenpox,Hunan,15-24,Male,26,0,1,1,11,2020,Autumn,Urban,1,0,1,1,0,1,0,0,0,1,1,15,503
Tuberculosis,Zhejiang,15-24,Female,22,1,0,0,7,2020,Summer,Urban,1,0,0,1,0,0,1,0,0,1,1,0,136
HIV/AIDS,Shanghai,0-14,Female,25,1,1,0,3,2019,Spring,Rural,1,1,0,0,0,0,1,0,0,1,0,22,595
Brucellosis,Hunan,15-24,Female,20,0,1,1,4,2021,Spring,Rural,0,1,0,0,0,1,0,0,0,1,0,10,629
HIV/AIDS,Guangdong,15-24,Female,17,0,0,1,12,2018,Winter,Rural,0,0,0,0,0,0,0,0,1,1,1,0,210
Measles,Henan,0-14,Male,18,0,0,1,10,2022,Autumn,Rural,0,0,0,0,0,1,1,0,1,1,1,0,587
Dysentery,Shanghai,0-14,Male,31,2,1,0,9,2019,Autumn,Rural,0,0,0,0,0,0,0,0,0,1,1,20,324
HIV/AIDS,Beijing,25-44,Female,28,0,1,1,10,2018,Autumn,Rural,1,0,0,1,0,1,1,0,0,0,0,23,396
Typhoid,Yunnan,25-44,Female,22,0,0,1,1,2018,Winter,Rural,1,0,0,0,0,0,1,0,0,1,0,0,879
HIV/AIDS,Guangdong,0-14,Female,18,0,1,1,12,2019,Winter,Rural,1,0,0,1,1,0,0,0,0,1,0,0,964
HIV/AIDS,Beijing,45-64,Female,19,0,0,1,11,2022,Autumn,Urban,0,1,0,1,0,1,0,0,0,1,0,0,296
HIV/AIDS,Shandong,15-24,Female,13,0,0,1,5,2021,Spring,Rural,1,1,0,0,0,0,0,0,0,1,1,0,428
Rabies,Jiangsu,25-44,Female,19,1,0,0,8,2019,Summer,Urban,0,0,0,0,0,1,0,0,1,0,1,0,196
Rabies,Zhejiang,15-24,Female,22,1,0,0,10,2019,Autumn,Rural,1,0,0,0,0,1,1,1,0,1,1,0,547
Dysentery,Zhejiang,65+,Female,20,0,0,1,7,2019,Summer,Rural,0,0,0,1,0,0,1,0,0,0,0,0,257
Tuberculosis,Beijing,0-14,Male,17,0,1,1,4,2022,Spring,Urban,1,0,1,0,1,1,1,0,0,1,0,7,593
HIV/AIDS,Yunnan,45-64,Male,26,0,1,1,7,2019,Summer,Urban,1,0,0,1,0,0,1,0,0,1,1,19,116
Syphilis,Henan,65+,Male,17,0,1,1,6,2020,Summer,Rural,1,1,0,0,0,1,0,0,0,0,1,28,435
COVID-19,Yunnan,65+,Female,27,0,0,1,9,2020,Autumn,Rural,0,0,0,1,0,0,1,0,0,1,1,0,523
Tuberculosis,Hunan,0-14,Male,27,0,1,1,3,2020,Spring,Rural,1,0,0,0,1,0,1,0,0,1,0,0,502
Dysentery,Zhejiang,25-44,Female,30,0,0,1,4,2020,Spring,Rural,0,0,0,1,0,1,0,0,0,1,0,0,927
Scarlet Fever,Hunan,0-14,Male,23,0,0,1,8,2019,Summer,Urban,1,1,0,0,0,1,1,0,1,1,0,0,530
Scarlet Fever,Shanghai,25-44,Female,20,0,1,1,12,2020,Winter,Rural,1,0,0,1,0,0,0,0,0,1,1,11,993
Influenza,Sichuan,65+,Female,23,0,1,1,5,2018,Spring,Urban,0,0,1,0,1,1,0,1,0,1,0,0,997
COVID-19,Guangdong,65+,Male,21,0,1,1,5,2021,Spring,Rural,1,0,0,1,0,0,0,0,0,0,1,2,809
Tuberculosis,Shandong,45-64,Male,31,0,1,1,1,2020,Winter,Rural,1,1,0,0,1,0,1,0,0,0,1,9,728
Tuberculosis,Yunnan,25-44,Female,16,0,1,1,6,2022,Summer,Urban,0,0,1,0,1,1,0,0,1,0,0,5,592
Malaria,Zhejiang,65+,Female,19,0,0,0,2,2021,Winter,Rural,0,0,0,0,0,0,0,0,1,1,0,0,543
Hepatitis B,Hunan,15-24,Female,20,0,1,1,1,2018,Winter,Urban,1,0,0,0,0,0,1,0,0,0,1,13,850
Chickenpox,Jiangsu,45-64,Male,23,0,0,1,6,2021,Summer,Rural,1,0,0,0,0,0,0,1,0,1,0,0,110
Brucellosis,Shanghai,0-14,Male,13,1,1,0,5,2021,Spring,Rural,0,0,0,1,0,0,0,0,1,1,0,5,940
Malaria,Guangdong,45-64,Female,15,0,1,1,5,2018,Spring,Rural,0,0,0,1,0,0,1,0,0,1,0,10,638
Typhoid,Guangdong,15-24,Male,16,0,1,1,9,2020,Autumn,Rural,0,0,0,0,0,0,1,0,0,1,1,3,369
Rabies,Yunnan,25-44,Female,18,0,1,0,12,2018,Winter,Rural,1,0,0,1,0,0,1,0,0,1,1,7,710
Rabies,Shandong,0-14,Male,14,0,0,1,10,2022,Autumn,Urban,1,0,0,0,0,1,1,1,0,1,1,0,225
Hepatitis B,Henan,0-14,Male,14,0,1,1,10,2018,Autumn,Rural,1,0,0,0,0,1,1,0,1,1,0,4,823
Measles,Jiangsu,25-44,Male,27,0,0,1,3,2019,Spring,Rural,1,0,0,0,0,1,0,0,0,1,0,0,221
Measles,Yunnan,45-64,Male,20,0,0,1,1,2019,Winter,Rural,1,0,0,1,0,1,0,0,1,1,1,0,451
Dysentery,Hunan,65+,Male,20,0,1,1,8,2021,Summer,Rural,1,0,0,1,1,1,0,0,0,1,0,0,467
Mumps,Sichuan,45-64,Female,21,1,1,0,12,2020,Winter,Urban,1,1,0,1,0,0,0,0,0,1,1,28,491
Hepatitis B,Beijing,15-24,Female,19,1,0,0,5,2020,Spring,Rural,1,0,1,0,0,0,0,0,0,1,0,0,174
Chickenpox,Henan,65+,Male,24,1,1,0,11,2019,Autumn,Urban,0,0,0,0,0,1,0,0,0,1,0,19,549
Tuberculosis,Shandong,45-64,Female,13,0,1,1,5,2022,Spring,Urban,0,0,0,0,0,1,0,0,0,1,1,10,104
Measles,Shanghai,25-44,Female,25,1,1,0,8,2018,Summer,Urban,1,1,0,1,0,0,0,1,1,0,0,19,257
Chickenpox,Henan,15-24,Male,21,0,0,1,8,2018,Summer,Urban,0,1,0,1,0,1,1,0,0,1,0,0,335
HIV/AIDS,Zhejiang,15-24,Female,18,0,1,1,11,2018,Autumn,Urban,0,1,0,0,0,1,0,0,0,1,0,11,588
COVID-19,Shandong,15-24,Male,20,0,1,1,2,2022,Winter,Rural,1,0,1,1,0,1,0,1,0,1,0,20,302
COVID-19,Sichuan,65+,Female,15,0,1,1,3,2022,Spring,Urban,1,0,0,0,0,1,0,0,0,1,1,11,819
Mumps,Zhejiang,0-14,Female,24,1,1,0,10,2018,Autumn,Urban,1,0,0,1,0,0,0,0,0,1,1,16,892
Syphilis,Henan,65+,Female,27,0,1,1,10,2018,Autumn,Urban,1,1,0,1,0,1,0,1,0,1,1,19,461
